ACC_X,ACC_Y,ACC_Z,PPG
26096,31436,33736,12221
26180,31636,33460,12237
25924,31612,33500,12249
25848,31736,33260,12240
25244,31880,33040,12217
24700,32156,33380,12195
23896,32716,33588,12172
22020,32232,34100,12149
20536,32924,34592,12120
23820,34164,34492,12095
23672,34888,36056,12087
23924,36132,35576,12085
24656,34988,34648,12073
23184,34592,33576,12062
24448,34104,33028,12045
24528,33620,33176,12052
23376,32084,33236,12050
24496,31156,32928,12029
24636,30644,32840,12020
23768,31264,33012,12007
24804,31260,32968,11984
25708,30388,33048,11955
26072,30304,33296,11930
25764,29672,33068,11906
23648,29356,33892,11888
25732,29824,34136,11877
25832,30044,34984,11874
24964,30092,35008,11883
24844,30460,35228,11887
24980,31016,35356,11899
25040,31404,34940,11917
25184,31500,34952,11940
25336,31416,34872,11964
25312,31288,34716,11985
25076,31108,34676,12004
24860,31024,34524,12021
24728,31028,34364,12030
24612,31004,34200,12026
24756,30812,34164,12005
24776,30792,34180,11989
24876,30804,34072,11982
24964,30884,34064,11973
24956,30896,34024,11968
25008,30916,33992,11964
24976,30916,34028,11965
24984,30884,34056,11964
24920,30872,34048,11964
24972,30880,34100,11963
24992,30912,34132,11966
24828,30844,34172,11971
24944,30800,34212,11972
25040,30788,34208,11978
24968,30748,34204,11982
25036,30748,34244,11984
24912,30736,34204,11974
24820,30688,34216,11957
24884,30660,34296,11940
24876,30596,34256,11927
24960,30560,34248,11916
24880,30216,34452,11907
24684,29836,34660,11898
24504,29580,34584,11891
24160,29808,34772,11885
24708,29184,34952,11872
25556,28372,34716,11867
25704,28448,34560,11865
25948,28392,34568,11863
26220,28388,34492,11869
26416,27972,34452,11873
25216,26696,38336,11881
27464,29572,35580,11898
28812,27932,35044,11982
30032,28360,35812,12078
27332,23568,36520,12100
31972,26212,35520,12078
31004,23860,35088,12032
32084,25668,34932,11839
33336,26884,34408,11610
33272,26980,34612,11576
33260,26652,34304,11926
33220,26024,34032,13762
33512,25612,34200,15159
33756,25204,33876,18771
34196,25344,33860,20600
34256,25020,34164,22089
34284,25008,33884,22706
34308,25232,33956,23426
34200,24768,33720,23754
34444,25236,33752,23990
34412,25076,33556,24143
34424,25080,33596,24293
34376,25188,33604,24279
34236,25072,33660,24308
34500,25196,33656,24339
34388,25080,33584,24339
34400,24932,33688,24308
34440,25132,33556,24254
34508,24836,33520,24204
34428,25040,33528,24133
34208,24920,33592,24070
34280,24984,33492,24037
34284,25028,33536,24034
34328,25040,33468,24018
34204,25008,33464,24021
34240,25076,33564,24009
34288,25060,33464,24001
34232,25092,33560,24001
34344,25116,33536,23969
34308,25008,33532,23959
34352,25080,33524,23899
34300,25024,33540,23884
34300,24936,33516,23832
34308,25008,33520,23759
34432,25044,33460,23736
34340,24992,33452,23698
34276,24956,33412,23640
34372,25040,33384,23601
34368,24964,33316,23594
34308,24988,33336,23568
34288,25020,33344,23541
34260,25020,33380,23531
34264,25028,33264,23515
34312,25064,33252,23472
34280,25164,33200,23473
34312,25008,33068,23481
34352,24896,32940,23450
34408,24964,32984,23386
34324,24816,32960,23343
34316,24960,33020,23276
34292,24912,32932,23220
34332,25080,32944,23183
34268,25036,32892,23147
34296,25008,32816,23124
34224,24932,32796,23093
34356,25040,32804,23058
34368,24956,32876,23046
34324,24912,32864,23038
34204,24944,32960,23032
34308,25068,32932,23075
34392,25064,32888,23105
34356,24964,32740,23118
34392,24904,32748,23105
34404,24984,32668,23080
34400,25020,32696,23063
34432,25096,32724,23036
34480,25188,32676,23021
34568,25100,32652,23011
34616,25060,32564,22995
34616,24988,32540,22989
34552,24976,32528,22962
34504,25016,32568,22956
34500,25004,32660,22949
34528,24968,32628,22939
34556,25000,32680,22926
34692,25092,32616,22918
34564,25048,32568,22922
34564,25024,32556,22903
34588,25048,32536,22901
34532,25024,32572,22896
34428,25004,32596,22886
34492,24968,32640,22886
34552,24940,32644,22876
34572,24928,32548,22859
34460,25064,32608,22837
34480,25024,32624,22818
34484,25024,32552,22792
34516,25032,32600,22778
34532,25020,32664,22766
34572,25072,32508,22760
34580,25104,32588,22748
34512,25044,32592,22722
34488,25036,32636,22700
34560,25080,32608,22693
34624,25000,32548,22669
34704,25144,32564,22678
34688,25108,32588,22691
34716,25120,32612,22723
34736,25172,32680,22745
34504,25264,32776,22775
34484,25060,32804,22780
34448,25156,32792,22781
34652,25080,33108,22849
34700,25156,33268,23047
34824,25068,33236,23189
34776,25076,33124,23249
34720,25020,32968,23267
34212,25140,32948,23346
34000,25248,32820,23624
33940,24912,32996,24350
33740,24728,33000,24418
33560,24036,33404,19327
34076,24332,34896,16384
34436,26476,35216,12144
34592,25148,33808,12036
35192,27444,34004,12188
33708,24972,34784,12387
33476,24360,34616,12479
33580,24748,33760,12555
34008,25060,33344,12600
34308,24648,33012,12628
34356,24296,32728,12647
34108,24656,33172,12657
34132,25288,32712,12664
34080,25428,32672,12677
34148,24608,31860,12682
34172,24436,32224,12673
34260,25144,32428,12657
34524,24832,32688,12638
35256,25520,32512,12626
35284,25576,32716,12621
35136,25076,32824,12620
35008,25372,32888,12623
35108,25192,33024,12628
35412,25656,32988,12629
35636,26004,32556,12618
35608,24916,31804,12589
36612,25824,31640,12559
35644,24072,33540,12527
35676,26636,31928,12462
33208,25636,32516,12630
34728,25484,32072,15527
35444,25220,31260,21673
35252,25272,31164,27816
35380,25348,31152,33959
35320,25328,31292,40058
35080,25476,31336,41298
35136,25180,31280,41394
35120,25304,31252,41445
35168,25432,31248,41689
35084,25544,31280,41906
35100,25580,31116,41791
35076,25300,30988,41938
35016,25368,31088,42030
35132,25228,30796,42233
35148,25392,30536,41959
35004,25512,30624,40969
34844,25840,30400,38912
34476,25204,30916,36332
34972,25048,30372,37688
35420,25820,31028,39013
35220,25752,30752,38690
35384,26000,29764,37883
35056,25780,29676,35221
35320,25328,29680,32768
34608,27568,29768,26624
35048,25036,30428,20480
35764,25516,30176,14336
35412,25924,30320,10323
35552,25848,30312,10224
35668,25580,30180,9856
35728,25492,30196,9784
35684,25596,30240,9725
35600,25768,30196,9665
35556,25972,30200,9618
35612,25812,30048,9581
35520,25632,30152,9548
35496,25732,30096,9516
35536,25716,30004,9491
35456,25668,30036,9468
35364,25664,30020,9449
35388,25600,29968,9437
35288,25632,30016,9423
35248,25780,29980,9414
35308,25880,29984,9409
35272,25768,29908,9400
35296,25652,29972,9385
35260,25696,29976,9359
35228,25624,29988,9334
35188,25592,30032,9315
35204,25700,30096,9300
35280,25696,30100,9285
35184,25604,30076,9276
35236,25668,30024,9271
35236,25644,30132,9261
35276,25708,30164,9257
35332,25720,30176,9255
35328,25720,30132,9249
35384,25684,30092,9244
35356,25688,30084,9241
35312,25624,30056,9240
35240,25644,30140,9237
35232,25532,30164,9236
35200,25632,30220,9230
35292,25720,30220,9214
35388,25732,30220,9201
35404,25580,30196,9183
35380,25472,30164,9172
35312,25540,30136,9161
35400,25936,30220,9155
35432,26000,30308,9148
35484,25884,30168,9144
35364,25588,30020,9138
35240,25544,29848,9136
35180,25624,29952,9135
35084,25528,30152,9134
35116,25572,30344,9142
35256,25536,30380,9147
35400,25564,30340,9159
35376,25624,30228,9164
35336,25616,29984,9168
35236,25704,29948,9168
35100,25748,30016,9160
35120,25756,30072,9147
35120,25620,30152,9133
35208,25500,30224,9128
35284,25592,30260,9122
35360,25664,30200,9119
35360,25764,30060,9119
35308,25700,29952,9115
35192,25632,29996,9113
35200,25660,30076,9116
35152,25592,30164,9118
35208,25644,30144,9122
35208,25632,30176,9127
35160,25568,30104,9132
35136,25580,30148,9140
35180,25696,30060,9149
35232,25624,30056,9157
35196,25712,30140,9161
35236,25692,30084,9155
35152,25588,30120,9146
35108,25540,30092,9141
35132,25528,30132,9136
35136,25624,30156,9135
35172,25704,30168,9137
35212,25692,30124,9138
35188,25688,30076,9139
35204,25680,30032,9138
35156,25640,30024,9142
35124,25632,30088,9146
35148,25680,30108,9154
35148,25640,30144,9161
35108,25552,30156,9172
35136,25608,30132,9177
35092,25608,30136,9188
35144,25712,30144,9195
35180,25732,30108,9202
35168,25672,30068,9210
35160,25628,30060,9209
35168,25584,30084,9204
35148,25632,30160,9199
35204,25640,30116,9199
35208,25652,30128,9195
35176,25712,30072,9194
35204,25704,30060,9193
35168,25620,30080,9197
35160,25596,30040,9201
35080,25604,30068,9204
35116,25632,30076,9207
35140,25624,30092,9210
35136,25652,30128,9217
35244,25668,30120,9220
35232,25688,30088,9220
35244,25660,30060,9223
35224,25640,29992,9230
35144,25656,30008,9240
35136,25632,30024,9247
35140,25624,30052,9251
35196,25624,30140,9252
35240,25664,30060,9248
35208,25636,30044,9245
35192,25652,30024,9246
35196,25640,29984,9247
35192,25652,30008,9254
35188,25672,30032,9260
35208,25672,30064,9270
35208,25596,30048,9275
35188,25584,30044,9285
35156,25652,30108,9295
35164,25672,30088,9303
35184,25624,30096,9313
35240,25608,30032,9323
35196,25656,30060,9332
35228,25752,29952,9339
35164,25716,30060,9344
35212,25676,30052,9352
35232,25660,29980,9359
35260,25696,30032,9361
35196,25712,30076,9354
35220,25636,29976,9345
35288,25696,30028,9344
35244,25532,29996,9327
35192,25636,30036,9317
35304,25528,30496,9300
35560,26196,29748,9289
35428,26164,30140,9276
35452,25572,29636,9248
35256,25592,29776,9246
35208,25764,29436,9219
35216,25912,29224,9199
35292,25776,29168,9179
35456,26020,28976,9156
35424,26336,29228,9139
36160,24848,29584,9156
26180,24612,33152,9178
34660,24764,29308,11148
35280,25132,29424,13480
35868,26008,28212,19624
35964,25600,28244,25768
34480,26152,28780,31911
34504,26324,28928,38057
34456,26280,29224,44178
34544,26236,29304,45550
34648,25972,29316,45435
34764,25896,29316,45277
34868,25864,29356,45383
34860,25844,29304,45507
34940,25792,29312,45754
34872,25936,29188,45642
34860,25920,28936,45611
34820,26096,28864,45464
34684,26272,28768,45148
34812,26356,28452,44635
35276,26392,28348,42128
36572,26856,28860,38912
29940,26620,34216,32768
36980,24196,30408,26624
35720,25764,29936,20480
35772,26420,29708,14336
35688,26596,29340,9873
35800,26588,29220,9449
35924,26172,29412,9387
35900,25724,29584,9350
35712,25684,29556,9264
35520,26048,29380,9149
35444,26300,29232,9070
35520,26300,29220,9033
35604,26040,29352,9034
35680,26020,29264,9023
35628,26096,29104,8986
35524,26288,28992,8956
35400,26276,29032,8934
35376,26116,29112,8935
35400,26084,29224,8928
35380,26048,29152,8908
35340,26136,29068,8878
35344,26160,29000,8864
35320,26108,29060,8858
35332,26064,29112,8857
35344,26080,29132,8861
35336,26172,29088,8858
35372,26192,29084,8863
35396,26188,29084,8858
35408,26140,29060,8857
35328,26052,29056,8845
35320,26072,29156,8841
35324,26124,29160,8845
35368,26156,29172,8844
35432,26204,29116,8845
35424,26168,29004,8844
35344,26072,29020,8844
35304,25992,29088,8847
35364,26044,29140,8844
35360,26136,29268,8844
35364,26204,29152,8841
35344,26100,29096,8838
35336,26160,28980,8833
35288,26080,28984,8828
35256,26024,29100,8825
35316,26036,29232,8827
35348,26068,29216,8829
35316,26028,29188,8829
35356,26064,29096,8832
35360,26144,29068,8835
35312,26116,29068,8839
35304,26020,29152,8840
35200,25992,29180,8843
35184,26056,29228,8849
35284,26120,29136,8854
35252,26068,29144,8853
35328,26000,29176,8851
35328,26084,29184,8846
35316,25992,29188,8844
35248,26084,29172,8844
35260,26144,29160,8846
35260,26128,29132,8843
35184,26044,29096,8844
35212,26056,29208,8846
35252,26100,29188,8845
35216,26048,29204,8848
35300,26072,29120,8850
35268,26112,29124,8854
35284,26048,29164,8852
35260,26052,29168,8852
35292,26008,29192,8855
35288,26072,29164,8861
35240,26064,29108,8868
35236,26076,29072,8868
35248,26048,29092,8867
35236,26072,29120,8866
35260,26104,29188,8863
35248,26004,29180,8858
35232,26068,29172,8854
35296,26132,29108,8857
35288,26064,29120,8858
35268,26084,29140,8859
35264,26060,29168,8858
35276,26044,29156,8863
35260,26112,29176,8863
35268,26048,29156,8864
35216,26104,29140,8866
35284,26164,29080,8866
35296,26032,29104,8871
35228,26068,29136,8876
35300,26104,29140,8879
35228,26096,29172,8883
35252,26124,29184,8886
35292,26148,29192,8884
35288,26064,29080,8877
35288,26076,29144,8874
35244,26096,29164,8872
35268,26096,29168,8874
35232,26040,29184,8876
35252,26068,29120,8875
35280,26044,29132,8879
35280,26104,29092,8883
35288,26088,29108,8887
35288,26068,29188,8889
35300,25916,29280,8894
35356,25912,29424,8901
35520,25916,29404,8910
35596,26148,29216,8921
35540,26232,29032,8933
35496,26404,28724,8937
35596,26436,28728,8942
35452,26152,28804,8946
35488,26008,28724,8941
35436,26092,28860,8937
35460,26196,28944,8931
35420,26240,29068,8925
25804,23948,26772,9394
37340,26792,27744,11235
36720,27052,28532,9634
35272,25372,28820,9320
31964,26124,31272,10379
35752,26056,29464,13368
35236,26028,29608,19623
35020,26272,28136,25768
36340,26216,27616,31912
35244,26612,28216,37484
35576,26756,28528,40097
35664,26716,28832,43591
35532,26676,29076,44792
35428,26556,29208,45138
35280,26656,29072,45521
35336,26772,28756,45318
35500,27272,28660,42403
36480,25756,29768,38912
27456,25780,31652,32768
36716,25320,28992,26624
36008,26300,29492,20480
36064,26132,29660,14336
36072,25888,29640,9552
36032,25820,29696,9188
35920,25840,29576,9167
35684,25544,29664,9151
35424,25888,29620,9139
35376,26056,29484,9134
35260,26116,29380,9140
35272,26028,29392,9142
35320,26004,29332,9134
35340,25984,29288,9121
35352,25912,29324,9111
35292,25864,29428,9101
35204,25868,29384,9098
35124,25916,29336,9090
35080,25996,29308,9089
35016,25904,29256,9090
34996,25900,29240,9093
35032,25984,29280,9092
35088,26008,29360,9088
35132,26092,29300,9082
35128,25860,29236,9080
35152,25908,29224,9076
35096,25792,29252,9078
35076,26004,29244,9079
35052,26048,29208,9080
35044,25980,29176,9078
34996,25904,29228,9071
35004,25916,29236,9068
35052,25984,29240,9057
35028,25884,29244,9049
34980,25888,29196,9049
35076,26004,29148,9047
35008,26008,29148,9047
35044,26008,29176,9046
35056,25964,29152,9044
35000,25908,29180,9044
34912,25876,29176,9043
34924,25916,29212,9052
34948,25856,29212,9054
34932,25976,29228,9057
34972,25888,29192,9059
34960,25840,29248,9064
35028,25928,29276,9071
35052,25972,29280,9078
35096,26040,29312,9074
35128,26004,29252,9069
35076,25980,29220,9063
35060,25892,29208,9056
34964,25908,29260,9049
34904,25968,29312,9048
34944,25928,29248,9049
34952,25880,29256,9039
35028,25924,29232,9039
35048,25956,29236,9041
35040,25944,29172,9036
34976,25944,29204,9042
34980,25976,29212,9044
34996,25944,29240,9047
35008,25924,29260,9053
35056,25888,29256,9059
35048,25924,29268,9058
34996,25932,29232,9060
34976,25932,29184,9066
34960,25908,29168,9063
34904,25920,29216,9064
34972,25940,29296,9062
35020,25924,29256,9054
35040,25840,29252,9058
35028,25928,29248,9060
35020,26016,29256,9061
35040,25976,29244,9062
35056,25972,29236,9062
35100,25880,29240,9057
35168,25920,29252,9060
35152,25924,29236,9060
35096,25848,29268,9058
35104,25924,29344,9062
35168,26020,29396,9064
35188,26056,29380,9064
35260,26072,29292,9068
35376,26112,29236,9077
35464,26024,29252,9082
35436,25984,29324,9087
35540,26120,29372,9087
35604,26160,29304,9087
35452,26056,29288,9080
35328,25856,29360,9076
35116,25972,29448,9081
35384,26512,29324,9087
35608,26520,29220,9089
35636,26168,29132,9086
35608,25932,29180,9078
35496,25756,29352,9078
35500,25896,29476,9087
35456,25900,29616,9091
35504,26020,29588,9100
35568,26044,29448,9109
35640,26140,29284,9116
35660,26200,29300,9125
35540,26172,29236,9132
35460,26176,29148,9135
35376,26008,29156,9136
35336,26048,29236,9138
35396,26136,29288,9135
35476,26148,29276,9134
35532,26108,29280,9128
35540,26032,29240,9127
35492,26008,29220,9131
35428,25956,29260,9134
35360,26080,29332,9137
